ID_COMPRA,ID_PROVEEDOR,Puerto,Precio_envio,Fecha,Tiempo_de_Envio
46061732,48316731,Callao,430,2023-01-30,39
57185805,67194593,Chancay,105,2025-04-06,23
31318191,78859625,Callao,408,2023-11-28,40
32183124,33031940,Callao,337,2023-01-18,42
34945087,78882668,Callao,449,2024-01-16,36
28031496,82799286,Callao,307,2024-01-02,43
58253402,95547421,Callao,390,2024-08-06,33
80494935,61739693,Callao,323,2024-07-29,45
82475472,21347558,Callao,402,2023-11-28,39
34718643,88697547,Callao,305,2023-11-29,31
71580764,12387335,Chancay,187,2025-06-30,20
99133398,81671991,Callao,394,2024-10-26,40
90154200,79806885,Chancay,105,2025-06-16,23
86578246,23474645,Chancay,141,2025-04-23,20
37861533,63599548,Callao,433,2023-06-26,44
44250048,76427790,Chancay,200,2025-08-14,18
58957504,85682452,Callao,358,2023-05-01,42
57509082,31085232,Callao,439,2024-05-22,35
71948856,18438339,Chancay,220,2025-04-22,20
78549887,29875459,Callao,389,2023-06-02,36
91073062,56017762,Chancay,176,2025-07-28,23
17164631,50990678,Chancay,142,2025-02-24,21
25769462,23323035,Callao,364,2024-05-09,40
57907820,45360001,Callao,358,2024-05-01,31
76002865,82279606,Callao,344,2023-11-10,33
34200396,34444550,Callao,452,2024-03-08,32
67955335,74541278,Callao,346,2023-12-12,33
82805273,12855832,Callao,333,2024-01-13,39
72794056,89017631,Callao,369,2023-07-08,36
59299975,14784330,Chancay,102,2025-09-18,18
52610451,78750030,Chancay,185,2025-03-01,22
31048227,38268836,Callao,491,2024-04-12,30
28701883,24651847,Callao,327,2023-11-03,44
76754127,20725769,Chancay,217,2025-02-07,24
41012297,87695871,Callao,373,2024-03-09,35
18393925,99663880,Callao,317,2023-04-26,43
73600969,82918568,Callao,390,2023-01-29,43
45600029,56702328,Chancay,264,2025-07-03,24
92327804,58115808,Chancay,209,2025-11-29,25
42841830,18615280,Callao,483,2023-04-26,39
56575606,54890488,Callao,442,2023-10-09,37
47321016,87805560,Callao,306,2023-01-19,44
19299070,96814067,Chancay,291,2025-12-03,23
84764592,67778099,Callao,364,2024-12-13,39
38945949,73294013,Callao,403,2024-03-14,30
25567802,68154937,Chancay,143,2025-07-07,20
73170856,37055014,Chancay,273,2025-12-02,19
54706232,96051170,Callao,384,2024-12-29,38
82104283,75455553,Callao,400,2023-11-19,45
47149260,41693159,Callao,377,2023-10-17,33
72947740,15383376,Callao,495,2024-07-18,39
90876628,77042973,Callao,320,2023-12-19,39
49435943,19899099,Callao,382,2023-07-10,33
22730195,83480487,Callao,313,2024-11-23,34
14600042,44118891,Chancay,262,2025-06-05,24
49251927,66284344,Callao,452,2024-04-25,30
59053124,45933787,Callao,417,2024-06-04,45
10636699,13367635,Chancay,162,2025-12-15,25
71640606,96991211,Chancay,233,2025-05-27,23
55619306,61508299,Callao,327,2024-03-29,30
38966511,54332753,Callao,392,2024-05-02,30
62290123,91499337,Callao,438,2023-07-19,43
41858483,37183154,Chancay,246,2025-02-07,19
18463429,35480738,Callao,325,2024-06-05,36
17854649,85246164,Callao,432,2023-01-31,35
79257893,39302582,Chancay,147,2025-12-08,22
13522564,30270445,Callao,427,2024-03-18,31
45475516,45323719,Chancay,158,2025-12-27,21
11458979,99850604,Chancay,151,2025-11-18,20
64994900,19540801,Callao,406,2023-04-17,32
54041190,15621190,Chancay,146,2025-02-10,20
56320749,73531399,Callao,393,2023-10-08,30
35451075,55454763,Callao,336,2024-04-16,32
37381548,63219016,Chancay,252,2025-08-01,20
57461300,50579868,Callao,456,2023-06-22,35
76362426,29961145,Callao,492,2024-10-22,40
72293227,85561576,Callao,315,2024-12-18,37
91800902,90032962,Callao,453,2023-10-03,35
14346830,60295347,Callao,498,2023-08-13,42
98299556,52879707,Chancay,258,2025-03-16,22
33764671,67122449,Callao,388,2023-12-30,30
44332778,93125286,Callao,405,2023-04-28,31
46077462,28287773,Chancay,107,2025-06-16,24
36869367,13129489,Callao,496,2024-11-12,33
95034190,46227108,Chancay,167,2025-04-22,20
27835986,26578443,Callao,342,2024-11-24,44
53354214,87576303,Chancay,300,2025-02-15,25
15771503,19986525,Callao,390,2024-07-06,42
10037061,21146586,Chancay,158,2025-07-20,18
37718579,25930548,Chancay,293,2025-01-20,19
87864489,60687987,Chancay,208,2025-10-31,24
23433542,93795967,Callao,365,2024-08-21,34
79960738,75922182,Callao,350,2023-10-09,43
33312129,46955755,Chancay,277,2025-03-19,20
80192504,14988511,Chancay,104,2025-07-19,24
54061887,83270820,Callao,437,2023-01-23,38
25292868,79339278,Chancay,264,2025-04-19,18
71753138,26690933,Callao,381,2023-10-15,41
46986515,82861418,Chancay,231,2025-07-24,21
89589795,54931515,Callao,493,2024-04-01,40
50243197,18366865,Chancay,138,2025-02-24,22
45898583,97025832,Callao,370,2023-04-02,36
27772148,99562561,Chancay,255,2025-02-14,22
54642034,90857726,Callao,340,2024-12-12,32
52903445,89530469,Callao,445,2024-08-16,41
98090618,71671541,Callao,436,2023-04-23,40
93688883,16250015,Callao,367,2023-01-11,31
12627200,16010317,Chancay,218,2025-06-11,18
10416003,51216102,Callao,397,2023-08-25,30
26308388,75892507,Callao,436,2023-04-02,40
52751193,79130577,Callao,382,2023-08-25,37
45929863,20935761,Callao,494,2023-02-11,43
96679167,17043984,Callao,350,2023-02-24,40
93901398,61928671,Chancay,263,2025-04-26,25
94631286,68607785,Callao,481,2024-06-17,42
17815820,69527114,Callao,441,2023-01-06,32
45422659,32601063,Callao,419,2023-11-26,37
68183621,24813262,Chancay,254,2025-03-30,22
14111758,78863850,Callao,482,2024-08-28,30
23729873,51762327,Callao,339,2024-05-09,39
88219355,13101309,Callao,445,2024-11-30,33
60412832,52974943,Callao,426,2024-12-18,35
38442036,75123479,Chancay,132,2025-04-13,21
63857336,95758547,Callao,417,2023-12-24,42
92897792,61773003,Callao,487,2024-02-15,40
38159629,37595268,Callao,393,2024-12-25,43
14024266,28552952,Chancay,118,2025-06-26,21
96590256,79263577,Callao,417,2023-11-27,38
15746577,32489629,Chancay,205,2025-08-27,21
93848314,24745534,Callao,329,2024-05-02,33
97109049,90427516,Chancay,149,2025-03-21,18
50013983,71695939,Chancay,173,2025-05-31,18
62871120,44567216,Chancay,158,2025-02-21,19
74561279,60260481,Callao,334,2023-03-12,43
16493155,53159802,Callao,316,2024-05-15,45
41069033,71378035,Callao,491,2023-12-01,40
61858867,12072194,Callao,367,2023-02-08,39
98436094,85357596,Chancay,300,2025-03-14,24
51787404,57269375,Callao,500,2024-03-28,35
71900945,61474173,Chancay,112,2025-04-22,21
70947189,50119514,Chancay,152,2025-07-22,24
70035750,49048403,Chancay,131,2025-09-04,18
38997396,63256427,Callao,363,2023-04-11,32
22006502,31834289,Callao,498,2023-10-15,30
65247831,10815313,Callao,418,2023-03-28,31
49856772,81526402,Callao,398,2023-05-30,39
34148080,55264535,Chancay,227,2025-07-22,20
84043924,61117102,Callao,316,2024-02-15,32
24403265,85191311,Chancay,188,2025-08-24,20
61145463,46538250,Callao,382,2024-04-26,37
49679337,43492355,Callao,337,2024-03-14,38
34297520,37360149,Callao,390,2023-03-01,43
71391267,95160824,Callao,323,2023-10-20,33
41079880,10457631,Callao,347,2024-06-06,39
54245108,82392144,Callao,472,2024-12-23,45
74532383,84798928,Chancay,209,2025-04-14,20
58214753,43270011,Callao,367,2024-02-27,35
89112855,18004098,Callao,431,2024-08-16,35
85990942,31672435,Callao,383,2023-10-18,39
42082242,49540756,Callao,490,2023-06-26,39
53575540,11003159,Callao,369,2023-05-15,41
98653471,22277954,Callao,403,2024-07-06,34
55672690,69259776,Chancay,280,2025-08-06,24
13244124,71597157,Chancay,210,2025-09-09,20
24322301,37278664,Chancay,118,2025-09-03,22
50967579,28703609,Chancay,144,2025-04-14,19
82032667,59589704,Callao,453,2024-10-10,31
79198484,63911954,Chancay,228,2025-08-15,25
45685126,75869641,Callao,397,2023-03-28,34
62200932,24468961,Chancay,256,2025-09-20,21
52362124,96731467,Callao,480,2023-06-01,43
87827312,76380184,Callao,405,2024-11-05,45
95995948,38296164,Callao,337,2024-02-16,36
36129318,63127117,Callao,411,2023-07-27,32
13270532,70650308,Callao,302,2024-09-10,40
97926104,43290857,Chancay,199,2025-07-12,18
84973489,48098568,Chancay,223,2025-07-26,19
33837498,96854922,Callao,430,2023-04-25,38
55247798,42314591,Callao,470,2023-03-26,39
87798056,50428079,Chancay,218,2025-01-22,25
52758715,68525367,Callao,470,2024-12-25,36
54160022,89588155,Callao,305,2024-09-15,44
10258263,61360289,Chancay,126,2025-05-07,25
17504980,39581331,Chancay,293,2025-05-14,18
65579685,50460929,Callao,381,2023-06-09,43
15968104,83855243,Chancay,269,2025-05-03,22
78364190,57370660,Chancay,214,2025-12-23,25
33919187,35656240,Chancay,267,2025-09-18,19
15268960,67798014,Chancay,213,2025-04-21,21
91953527,75488199,Callao,384,2023-06-21,30
91091403,26844859,Callao,368,2024-04-22,40
20562637,60892208,Callao,426,2023-12-07,44
60887237,14911062,Callao,403,2023-08-28,31
42859771,59929195,Chancay,152,2025-05-28,23
53535448,76465353,Chancay,103,2025-07-17,18
55803053,49141577,Callao,333,2023-01-11,38
69984130,15912381,Chancay,229,2025-05-09,20
89845760,29322695,Chancay,167,2025-04-05,20
66725336,83055232,Callao,317,2023-04-14,42
12114193,25978960,Callao,443,2023-07-21,35
60500874,18482913,Callao,354,2023-04-27,45
22690459,21413894,Chancay,205,2025-06-19,18
13164108,11713049,Callao,388,2024-03-30,34
19509538,14169953,Callao,385,2024-11-26,34
75161268,21265678,Callao,324,2024-09-11,44
54148950,30444065,Callao,376,2023-01-09,38
59615648,78056765,Chancay,128,2025-04-28,25
21715380,62794243,Callao,459,2024-08-26,36
26945405,82405176,Chancay,129,2025-10-13,18
38141633,78193037,Callao,471,2023-12-05,43
46117356,58330593,Callao,427,2023-09-17,44
24803069,91041546,Chancay,197,2025-04-20,18
81770289,78099172,Callao,445,2024-02-23,32
26428420,40734177,Callao,304,2024-05-28,39
83307246,72577898,Callao,316,2024-11-22,37
76620287,64461991,Callao,379,2024-06-21,44
45988348,18281803,Chancay,136,2025-01-28,20
10442368,46201024,Chancay,231,2025-09-07,20
22887161,47462630,Chancay,284,2025-09-12,24
88019919,61126469,Chancay,187,2025-04-21,24
11668532,63314368,Callao,367,2023-12-02,40
13068980,67268037,Callao,303,2024-08-07,36
29035657,37135723,Chancay,182,2025-09-20,19
58468866,94085322,Callao,359,2023-06-16,32
11134527,66591102,Callao,400,2023-12-31,38
39332405,42919616,Callao,499,2023-07-21,42
76270585,12798114,Callao,419,2023-11-24,37
40162595,72730615,Chancay,264,2025-04-16,20
14395202,18936324,Callao,337,2024-11-24,35
25893855,50714651,Chancay,265,2025-05-17,21
25623135,53008169,Callao,488,2024-08-03,30
53977485,85553208,Chancay,207,2025-09-20,19
55930232,18705170,Callao,417,2024-04-13,45
87677226,38047663,Callao,440,2024-04-05,44
19414119,17738097,Callao,464,2023-12-31,38
30983223,88399309,Callao,453,2024-07-02,36
11168978,56381796,Callao,319,2023-09-08,43
47719597,36823239,Chancay,292,2025-09-21,19
67844854,14059597,Callao,454,2023-09-12,39
60953965,99379072,Callao,344,2023-02-08,41
71150606,73810792,Callao,355,2023-12-18,33
56070467,32975092,Chancay,155,2025-03-20,19
74000167,50916236,Callao,397,2023-09-06,38
71391700,82757847,Callao,315,2023-12-30,39
66012206,67404766,Chancay,267,2025-01-05,22
26364382,41217764,Callao,402,2024-04-10,31
27963213,68367019,Chancay,239,2025-08-22,24
81801385,62333121,Chancay,106,2025-03-14,24
33329019,45230802,Callao,329,2024-01-12,39
97176050,62055178,Callao,491,2024-09-24,42
36048148,15922194,Callao,372,2024-06-06,40
27814237,69649970,Callao,364,2024-01-11,33
32031796,14245427,Callao,304,2024-12-26,37
80838139,39421652,Callao,383,2023-10-28,44
77440639,27521929,Callao,460,2024-08-23,32
43359559,96187802,Callao,346,2023-11-01,35
11834524,30457544,Callao,413,2024-08-07,41
63773814,41894523,Chancay,229,2025-09-16,24
32044546,12606462,Callao,418,2023-02-20,39
22075528,30611411,Callao,383,2024-07-24,33
80991576,72907890,Callao,323,2023-07-23,42
35572308,12793474,Chancay,224,2025-04-01,20
42183117,86819759,Callao,423,2023-10-27,36
24309388,51020289,Callao,371,2023-03-27,45
50733779,43048345,Callao,433,2023-03-01,34
66782865,88033403,Callao,485,2023-01-21,34
55218865,68096115,Callao,405,2023-09-30,39
42416167,61936588,Chancay,130,2025-02-05,25
46885031,47503876,Callao,480,2024-07-07,40
28274191,69202413,Chancay,201,2025-09-11,19
83565341,59917435,Chancay,258,2025-04-02,19
64098875,63967620,Callao,432,2023-11-06,43
79092894,74196735,Chancay,138,2025-06-25,19
29845604,29600699,Callao,403,2023-12-12,32
85442543,83229888,Chancay,141,2025-07-21,24
71811614,61850307,Callao,379,2023-03-18,32
31021894,20018135,Chancay,138,2025-04-26,19
32977939,68541144,Chancay,215,2025-05-31,18
72565072,15053497,Callao,374,2023-03-08,41
35643589,58378785,Callao,392,2024-02-13,37
46805779,93839978,Callao,425,2023-02-23,34
68492989,53552822,Callao,440,2023-06-26,43
56051245,82158154,Callao,361,2023-02-09,35
20870174,19380817,Chancay,234,2025-04-16,22
83293067,24109605,Chancay,257,2025-03-14,18
59575639,22211636,Callao,474,2023-02-06,32
96670441,24850651,Callao,304,2024-02-03,39
52327593,88033572,Callao,360,2024-07-27,31
64715771,23007840,Callao,337,2024-03-15,32
90409037,69840429,Callao,479,2024-08-28,38
40266285,83683709,Chancay,207,2025-03-20,22
44174339,79335877,Callao,490,2024-07-14,45
24032550,62833307,Chancay,148,2025-08-27,21
18802760,64203479,Chancay,231,2025-03-14,21
83254019,22284987,Callao,423,2024-04-24,34
99417011,88726921,Callao,336,2023-08-03,38
28691405,50549829,Callao,352,2024-05-10,31
84081678,60279328,Chancay,285,2025-06-10,21
51051132,59706164,Callao,321,2023-12-22,31
65772811,47863841,Callao,401,2023-10-10,41
12240779,33801434,Chancay,244,2025-11-30,20
12585739,95963253,Chancay,185,2025-09-15,25
56448236,71415143,Callao,384,2024-09-20,34
67268620,20176325,Callao,458,2023-01-18,40
81370350,88321686,Callao,440,2023-08-19,32
85437879,56316352,Callao,482,2023-06-20,35
95092347,51579085,Callao,345,2023-12-21,31
78362422,15113362,Callao,450,2024-08-05,36
69421621,23459521,Callao,311,2023-03-05,45
88673559,12582474,Callao,397,2023-12-09,37
41791565,10469726,Chancay,204,2025-08-01,21
99555303,72251160,Callao,352,2023-10-15,40
31432065,17825948,Callao,321,2024-07-11,31
28528754,45395591,Callao,438,2024-05-31,44
94204443,49646980,Callao,337,2024-12-12,45
84846728,47187696,Chancay,107,2025-08-25,21
30941895,15375380,Callao,402,2023-11-13,40
30375643,47231065,Callao,461,2024-03-04,40
10685607,75703167,Callao,381,2024-06-11,37
54180527,75787438,Callao,448,2023-08-30,40
85649636,74693396,Chancay,284,2025-01-21,23
48550581,93970193,Callao,397,2023-06-14,39
28256689,48099368,Callao,360,2023-01-31,37
15390631,86146017,Chancay,245,2025-09-05,19
73071791,93767794,Chancay,203,2025-05-07,25
45201684,72180141,Chancay,124,2025-07-25,24
22099470,28027837,Callao,369,2024-05-06,37
27731745,89193240,Callao,344,2024-03-07,42
39743577,45459077,Callao,429,2023-09-20,32
49286405,44295828,Callao,467,2024-04-13,37
79840366,31143124,Chancay,172,2025-11-03,23
32718858,38357355,Chancay,102,2025-09-29,19
55114870,92457178,Callao,428,2023-03-22,34
79664826,91865655,Callao,348,2023-12-17,37
81084540,29967576,Callao,460,2024-01-23,33
42014992,76684689,Callao,313,2024-05-13,38
49678275,84925864,Callao,375,2023-06-24,44
54144867,40774334,Callao,401,2024-02-14,34
41589050,98455148,Chancay,170,2025-01-31,21
87548921,63725646,Callao,485,2024-10-27,31
49746530,37426134,Callao,437,2023-01-04,32
27518768,64108182,Chancay,207,2025-03-22,18
30172475,94289069,Callao,334,2023-08-26,36
29017204,63527521,Callao,359,2023-06-15,34
84593128,23079213,Callao,373,2024-05-26,30
34598947,34204100,Callao,310,2023-05-05,44
48051773,45303420,Callao,353,2024-10-18,45
99812438,38666805,Callao,323,2024-02-26,40
80501157,82475174,Callao,460,2024-10-30,40
14168997,15302661,Chancay,276,2025-05-19,19
24634473,93042546,Callao,418,2023-11-24,43
51205122,93769159,Callao,430,2024-02-29,32
41965000,24714156,Callao,479,2024-01-16,38
87850102,85336092,Callao,439,2023-02-25,36
43430494,81615619,Chancay,229,2025-02-21,19
37937069,66266447,Callao,397,2024-10-25,31
44775907,29574186,Callao,373,2024-02-08,33
72606339,92852067,Callao,335,2024-11-07,31
12475954,76769996,Callao,326,2024-12-29,30
42067449,26056904,Callao,490,2023-07-02,34
99061236,93915367,Chancay,245,2025-06-13,20
12743996,45408479,Chancay,209,2025-04-07,23
87469868,26287828,Callao,351,2024-01-06,32
44345670,37456720,Callao,377,2023-09-24,38
55701175,68702530,Callao,362,2023-04-13,33
40009092,98339520,Callao,424,2023-09-14,45
27338941,33025333,Chancay,277,2025-08-07,19
62330801,23663666,Callao,498,2024-04-27,44
99750828,87412002,Callao,496,2024-04-19,44
40359316,63858752,Chancay,159,2025-08-19,22
39634991,24000136,Callao,455,2024-10-15,41
92623027,83648270,Chancay,270,2025-11-18,21
61379958,30610851,Callao,389,2023-04-21,37
43229842,83769943,Chancay,212,2025-02-24,23
83135362,15571527,Callao,400,2024-03-17,33
38054984,83914970,Callao,415,2024-09-03,34
75787626,85199720,Chancay,175,2025-02-19,21
96500973,16409382,Chancay,147,2025-02-23,21
54230393,18838226,Callao,407,2024-07-29,37
78767235,68271210,Callao,331,2023-08-03,39
18247483,59967575,Callao,302,2023-10-15,43
54480042,27177065,Callao,309,2024-05-02,44
20654402,49826209,Callao,475,2024-05-27,40
84453340,17243707,Callao,319,2024-11-12,36
48751228,66512269,Callao,483,2023-10-09,30
14749627,36710690,Callao,479,2023-03-14,43
29586561,93196124,Callao,428,2024-04-22,37
61315597,55089394,Callao,486,2023-12-27,35
66604403,16158833,Callao,439,2024-02-19,32
75019108,57439018,Chancay,282,2025-03-02,21
84351728,71452768,Chancay,149,2025-01-17,25
45171192,13452147,Chancay,150,2025-07-01,21
70595270,35150264,Callao,459,2023-06-08,35
98724510,46581177,Callao,497,2023-09-06,44
55898310,22840395,Callao,492,2024-02-22,45
57073304,84736838,Chancay,188,2025-06-15,21
86172512,28122791,Callao,339,2023-06-26,43
29518799,72612600,Callao,317,2023-02-15,30
48238964,20111637,Callao,364,2023-07-12,43
88585829,25622854,Chancay,101,2025-04-30,23
29271515,83214949,Chancay,166,2025-10-09,22
64129721,10643786,Callao,394,2023-01-17,42
59833947,75430238,Callao,400,2024-06-04,43
91640967,92222654,Callao,310,2024-09-15,34
73466433,16482522,Callao,477,2023-05-08,31
68233208,96987516,Chancay,145,2025-12-04,24
75350568,55589051,Callao,401,2024-04-20,38
72855815,29694658,Chancay,291,2025-09-15,22
89487736,23528839,Callao,470,2023-01-27,34
72090009,84331685,Callao,404,2023-05-31,34
99243332,85919916,Callao,422,2023-12-09,40
33966812,48079129,Callao,431,2024-06-19,31
49435709,55744594,Callao,474,2024-03-02,45
42138086,99746442,Chancay,299,2025-08-22,19
41990141,14731934,Callao,342,2023-06-16,39
13612495,95265188,Callao,382,2023-04-22,38
58662917,94724753,Callao,468,2024-06-22,32
51069505,22730139,Callao,377,2024-05-18,39
21383315,76711216,Chancay,248,2025-10-01,23
59352232,48022661,Chancay,287,2025-10-22,20
28046621,73501168,Callao,316,2023-09-26,37
69920568,33616724,Callao,423,2023-07-23,40
18947116,23219787,Chancay,201,2025-01-05,21
39993308,88047423,Chancay,234,2025-09-19,22
97363682,53522383,Chancay,228,2025-01-30,23
65907861,18781564,Callao,461,2024-10-19,31
38232824,28191453,Callao,482,2024-03-30,41
38899318,88625538,Chancay,137,2025-11-17,22
50073981,88437579,Callao,491,2024-06-05,35
66120764,64320517,Callao,361,2024-03-11,34
20664957,59999480,Callao,370,2023-06-21,40
84303288,65555774,Callao,437,2024-05-18,36
63839307,83694017,Callao,489,2024-06-10,33
35164443,25039066,Chancay,126,2025-05-07,19
66725232,42926017,Callao,431,2024-01-02,39
24468123,31366635,Callao,356,2024-03-24,35
27635275,71910252,Callao,412,2024-01-31,41
65771009,30490296,Callao,412,2024-09-23,35
80211912,92156577,Callao,426,2023-01-08,36
44978600,68974386,Callao,488,2024-12-10,32
56967713,88523517,Chancay,208,2025-02-18,25
19876015,77932295,Callao,434,2024-05-16,41
29648814,73755104,Callao,426,2023-02-02,36
86489295,82523674,Callao,496,2023-01-14,34
98138778,10034386,Callao,338,2023-02-20,32
35692417,71620750,Callao,454,2023-03-12,35
95187643,68570019,Callao,481,2023-09-11,37
30320252,84971665,Callao,408,2023-07-20,41
67963513,70665760,Callao,424,2023-02-21,45
34613583,49592930,Callao,471,2023-12-19,39
59539258,17114464,Callao,315,2023-06-13,37
78288698,15217301,Chancay,160,2025-08-28,23
53503575,46967299,Callao,491,2023-08-22,31
70060495,81012723,Chancay,265,2025-10-08,22
58999128,81452661,Chancay,109,2025-02-14,24
56661659,87683397,Chancay,117,2025-08-02,23
61191720,63806787,Callao,370,2023-01-09,31
63365202,98817385,Callao,481,2023-10-17,45
48823101,68781934,Callao,468,2023-04-15,45
66906215,63084207,Callao,420,2024-06-09,41
41982767,41060273,Chancay,171,2025-05-12,20
84490738,38380416,Callao,403,2024-11-20,38
49769819,57260592,Callao,348,2024-12-24,42
48669898,82532881,Callao,333,2023-10-05,36
43487093,65900781,Callao,492,2023-06-15,42
41606807,84152152,Callao,336,2024-10-22,41
59357807,52681948,Callao,498,2024-08-28,41
17501528,68709853,Callao,353,2024-11-14,42
10330933,18379361,Callao,388,2024-03-17,42
75878184,22237677,Callao,384,2023-03-01,30
31999563,18718930,Callao,405,2024-06-16,43
80621338,96340867,Callao,447,2024-05-19,43
40803882,84251904,Chancay,287,2025-07-28,19
39202679,10861744,Chancay,254,2025-02-15,19
62692978,60488305,Chancay,210,2025-06-24,18
70552540,25855667,Callao,480,2024-09-29,43
89267620,67442611,Callao,456,2024-04-27,39
49293900,93889702,Callao,432,2023-12-18,40
72793010,78306089,Chancay,217,2025-04-21,23
38666311,85171732,Chancay,244,2025-06-20,23
45922142,17485468,Callao,488,2023-01-31,33
26427188,72635914,Callao,414,2024-05-01,30
55250992,78527756,Chancay,175,2025-11-30,25
65583758,53528575,Chancay,245,2025-12-21,18
25799546,16118620,Chancay,276,2025-12-14,23
34497067,85709952,Chancay,241,2025-09-04,20
58776541,98628329,Callao,334,2024-10-28,42
86336803,72250907,Callao,497,2023-03-11,43
59058510,71706145,Callao,484,2024-05-19,31
93013067,24011187,Callao,452,2024-11-07,38
63010563,42206624,Callao,492,2023-08-29,43
37562690,31254562,Callao,494,2023-01-21,32
14364265,74323655,Callao,318,2024-08-11,36
57125119,31853948,Callao,466,2024-08-06,36
75329300,89668321,Chancay,200,2025-01-27,23
74088815,95224760,Callao,311,2024-02-10,33
80758420,87497892,Chancay,175,2025-05-13,20
86999891,40370072,Callao,405,2024-10-17,37
92054724,43871885,Callao,493,2023-06-29,33
23683319,38467121,Chancay,200,2025-09-05,22
68493008,83616010,Chancay,127,2025-06-25,24
19444240,96835506,Chancay,140,2025-03-01,22
88320910,24771699,Callao,326,2024-04-18,32
48222428,21744143,Chancay,211,2025-09-14,22
76297727,14904868,Chancay,176,2025-11-21,24
19355236,68885058,Chancay,110,2025-08-03,24
68396109,54982760,Callao,345,2023-02-26,40
89832661,54532631,Callao,305,2023-06-19,32
63469511,18799935,Callao,331,2023-12-07,43
72792871,21005503,Callao,484,2024-09-02,34
10624455,75207469,Callao,381,2023-11-15,38
94025648,15359658,Callao,471,2024-06-19,43
42348351,26345523,Callao,400,2023-12-21,38
69886192,95427753,Callao,409,2023-11-25,35
89640988,18600438,Chancay,292,2025-07-25,22
84759775,70988692,Callao,340,2024-01-14,33
27048500,59618017,Callao,456,2023-05-18,39
53005686,28629328,Callao,476,2023-09-03,42
66457508,15728903,Chancay,124,2025-05-26,20
21499654,70009001,Callao,363,2023-04-15,45
69009293,20179343,Callao,409,2023-02-23,45
69053594,86147699,Callao,361,2023-04-10,30
51108191,36446306,Callao,478,2024-03-01,39
12071756,56599133,Chancay,240,2025-08-29,18
50884906,28316048,Callao,376,2023-05-29,44
42919050,91907997,Callao,479,2023-02-28,42
44802711,98842108,Callao,396,2024-01-12,45
96368520,60547232,Callao,415,2023-08-07,31
68302492,91220979,Chancay,247,2025-02-18,20
17032685,14786103,Callao,302,2024-04-19,41
18920503,82349579,Callao,301,2024-07-29,41
85064554,17943339,Chancay,221,2025-07-12,23
85216692,65789660,Chancay,136,2025-02-01,23
61705972,63095228,Callao,394,2023-03-02,39
85169889,88607039,Chancay,289,2025-11-23,18
97137082,56651765,Chancay,184,2025-11-02,22
36294837,97671580,Callao,374,2023-02-14,42
92484841,91870924,Chancay,257,2025-07-02,25
72047367,28625834,Callao,485,2024-03-29,43
48104291,49414142,Callao,406,2024-07-11,37
51929590,97007747,Chancay,151,2025-04-08,25
18332022,20050245,Callao,375,2024-02-28,38
74341496,49955156,Chancay,250,2025-10-17,22
41599457,86298214,Chancay,156,2025-01-21,22
29443439,39547352,Callao,329,2023-11-19,45
83591364,66893106,Chancay,261,2025-01-19,18
35304966,15917851,Callao,356,2024-06-30,43
60616164,27970908,Callao,383,2024-11-01,32
91459211,55622054,Callao,485,2024-07-08,35
44043517,93557349,Chancay,152,2025-12-25,24
86307648,83924615,Callao,388,2023-09-20,40
94228240,93918073,Chancay,267,2025-07-31,18
62765046,86962659,Callao,423,2024-03-12,35
84609614,92566701,Callao,365,2023-06-22,44
65131061,95016478,Callao,391,2024-11-11,41
60392274,81576470,Callao,481,2023-08-17,39
82497041,98625682,Callao,384,2024-04-27,33
47729081,56198446,Chancay,241,2025-01-06,25
27309088,25924703,Callao,465,2023-10-10,44
48417308,75675065,Callao,326,2023-03-07,38
28069116,25795892,Callao,321,2023-10-21,35
65241389,70851072,Callao,447,2024-08-03,32
32585686,61755555,Callao,381,2024-04-14,37
27493026,19885762,Chancay,292,2025-03-23,21
23857719,70555077,Chancay,159,2025-11-29,18
74665331,24293120,Callao,324,2024-03-07,42
43648863,76525597,Callao,462,2023-04-21,39
21995260,16543947,Callao,446,2023-11-06,32
10631714,10510515,Callao,407,2024-09-08,41
47627106,37091804,Callao,422,2023-05-24,43
10834440,80303252,Chancay,116,2025-02-09,24
25541879,61708933,Callao,391,2024-11-23,37
84893494,85533658,Callao,500,2023-10-17,37
66913443,57693487,Callao,436,2023-11-23,33
16428176,44049442,Callao,378,2023-07-25,42
93214205,84226608,Chancay,275,2025-02-18,23
33879607,66238415,Callao,306,2024-11-23,42
85564888,80326355,Callao,484,2023-01-20,38
91811071,50747055,Callao,372,2023-12-16,38
61714587,64668620,Callao,368,2023-06-13,30
24962269,58833655,Chancay,297,2025-10-25,22
41576442,97437989,Callao,320,2024-04-25,35
57850168,95021098,Callao,398,2023-09-14,35
35939910,92486538,Chancay,135,2025-04-15,19
84007883,96603018,Callao,406,2023-07-20,45
31102669,94294458,Callao,405,2024-07-07,45
72393161,73179100,Callao,417,2024-01-02,44
45511243,38465364,Callao,424,2023-10-21,30
74064828,74832995,Callao,384,2024-11-20,34
94815121,96355483,Callao,458,2024-07-08,30
79126394,88981732,Callao,475,2024-08-19,41
41546793,36369490,Callao,476,2023-02-08,34
20185239,91265457,Chancay,180,2025-12-06,18
74247898,86549570,Callao,387,2023-09-26,43
13583294,31166842,Callao,441,2023-09-05,36
16565468,74944200,Callao,436,2024-12-08,37
33354537,88235661,Callao,496,2024-05-24,39
69725963,64125876,Callao,360,2023-09-20,39
